101,0,DO63af4d-221025-UK012824,UK012824-221025-8b7629a6,아리,비숑 프리제,남자,1.8,00:00.0,,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497941645/eb317473.jpeg,26.9,16,22,11,USER,USER
102,3,DO529e3f-221007-UK02207f,UK02207f-221007-5a309426,설이,푸들 미디엄미니어처,모르겠어요,3.7,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474726541/9544a139.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474726541/9544a139.jpeg,39,27,31,17,USER,USER
103,4,DOea73ad-221028-UK066614,UK066614-221028-627a0f14,꼬밍,비숑 프리제,여자,2.5,00:00.0,,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2501558563/0705c616.jpeg,31.7,19.78,27.21,14.64,RECOMMEND,RECOMMEND
104,8,DO117d14-221018-UK07e4a3,UK07e4a3-221018-3f6c9557,주댕이,말티즈,모르겠어요,4.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2489116994/2b0515bd.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2489116994/2b0515bd.jpeg,37,22.5,30,18,USER,USER
105,10,DO29c685-221011-UK090ff3,UK090ff3-221011-3d9dea56,나래,말티즈,모르겠어요,2.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2480742542/e19b6751.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2480742542/e19b6751.jpeg,34,20,27,11,USER,USER
106,12,DOaa5d3f-221017-UK0baddb,UK0baddb-221017-3b99a50c,호두,푸들토이,모르겠어요,4.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487983513/af6b65f6.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487983513/af6b65f6.jpeg,40,24,35,24,USER,USER
107,13,DOd8609e-221017-UK0baddb,UK0baddb-221017-3b99a50c,레오,푸들토이,모르겠어요,3.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487983513/1cc092e3.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487983513/1cc092e3.jpeg,33,20,34,25,USER,USER
108,14,DOe384d7-221009-UK0bd01b,UK0bd01b-221009-fec77c0f,머니,진돗개,모르겠어요,20,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478313894/33c052b5.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478313894/33c052b5.jpeg,64,41,51,27.5,USER,USER
109,16,DO53671d-221024-UK0d8518,UK0d8518-221023-a6c333c4,아루,치와와,모르겠어요,2.1,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2495585093/7d957de4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2495585093/7d957de4.jpeg,26,22,26,12,USER,USER
110,17,DOd546a9-221018-UK117fe7,UK117fe7-221018-7a140ef9,구뽕이,믹스 중형견,모르겠어요,3.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2488772799/a559eb9d.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2488772799/a559eb9d.jpeg,33,20,34,14,USER,USER
111,22,DO0e439a-221026-UK161041,UK161041-221026-af886fc5,사랑이,포메라니안,모르겠어요,3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2499213509/969e5f7d.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2499213509/969e5f7d.jpeg,35,18,30,10,USER,USER
112,27,DOc3c80c-221025-UK196717,UK196717-221025-91c46bb5,렛서,비숑 프리제,모르겠어요,5.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497455955/092629bd.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497455955/092629bd.jpeg,25.6,24,28,26,USER,USER
113,33,DO94cc84-221023-UK20b609,UK20b609-221023-60503a0b,뭉치,비숑 프리제,모르겠어요,8.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2495106260/56e7da03.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2495106260/56e7da03.jpeg,44,23,48,23,USER,USER
114,35,DO6c694f-221007-UK22d236,UK22d236-221007-7443c86e,쪼꼬,믹스 소형견,모르겠어요,1.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475301415/eca24cf4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475301415/eca24cf4.jpeg,21.14,12.94,16.97,9.22,RECOMMEND,RECOMMEND
115,37,DO03fded-221024-UK238c4b,UK238c4b-221024-f5078c69,초코,말티즈,모르겠어요,6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497000473/df1efe05.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497000473/df1efe05.jpeg,45,26,32,14,USER,USER
116,40,DO5ed730-221008-UK270bdc,UK270bdc-221008-819cf4b0,짱아,믹스 중형견,모르겠어요,6.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476416672/8d6e080f.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476416672/8d6e080f.jpeg,45.87,29.55,38.17,21.36,RECOMMEND,RECOMMEND
117,41,DOe3f6c1-221016-UK27c8ae,UK27c8ae-221016-811b21c4,조지,시바 이누,모르겠어요,7.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486810059/a878563f.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486810059/a878563f.jpeg,49.68,33.08,37.8,21.39,RECOMMEND,RECOMMEND
118,45,DO12162b-221022-UK2ad521,UK2ad521-221022-114eba62,벤더,믹스 대형견,모르겠어요,30,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494553940/973b96fb.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2494553940/973b96fb.jpeg,77,48,58,30,USER,USER
119,46,DOfbf931-221101-UK2aed31,UK2aed31-221101-59c52fc3,솜이,포메라니안,모르겠어요,2.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2506667755/9d0c164e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2506667755/9d0c164e.jpeg,36.34,17.7,32.66,13.1,RECOMMEND,RECOMMEND
120,49,DOd30f2a-221012-UK2e15c9,UK2e15c9-221012-f9e0b964,김구름,포메라니안,모르겠어요,2.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2481262421/8e7edc07.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2481262421/8e7edc07.jpeg,33.68,16.49,30.14,13.15,RECOMMEND,RECOMMEND
121,52,DO881ffd-221025-UK2f19a7,UK2f19a7-221025-709bebf6,쫄이,포메라니안,모르겠어요,2.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498141221/23242026.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498141221/23242026.jpeg,40,25,55,12,USER,USER
122,54,DOf3e6db-221007-UK3718bb,UK3718bb-221007-8abe7140,베베,포메라니안,모르겠어요,2.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475019142/c3a9b43d.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475019142/c3a9b43d.jpeg,34.62,17.63,31.03,13.31,RECOMMEND,RECOMMEND
123,55,DO54bbd0-221007-UK37e09b,UK37e09b-221007-13ae9a84,권꼬미,포메라니안,모르겠어요,4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475342189/f0621f96.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475342189/f0621f96.jpeg,38.5,24,24.5,13,USER,USER
124,56,DOa4f9ed-221019-UK380bb0,UK380bb0-221019-0be53672,율무,웰시 코기,모르겠어요,19.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490268506/07a656a4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490268506/07a656a4.jpeg,64.96,42.87,58.08,17.37,RECOMMEND,RECOMMEND
125,57,DOe74efd-221010-UK3ecbf1,UK3ecbf1-221010-e1408c45,달,재패니즈 스피츠,모르겠어요,5.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478507995/5eff6038.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478507995/5eff6038.jpeg,17.5,12.9,29.5,18,USER,USER
126,61,DOdff1d7-221019-UK425eac,UK425eac-221019-d7d40336,아랑,포메라니안,모르겠어요,0.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490112153/059ae25e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2490112153/059ae25e.jpeg,19.64,12.48,15.37,8.3,RECOMMEND,RECOMMEND
127,62,DO8931b0-221020-UK427704,UK427704-221020-6df3ff56,땅콩,포메라니안,모르겠어요,0.75,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2492073231/1f41801c.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2492073231/1f41801c.jpeg,25,7,21,8,USER,USER
128,63,DObf0884-221007-UK459e40,UK459e40-220922-ec926203,감자,포메라니안,모르겠어요,3.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439801783/8148041e.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439801783/8148041e.jpeg,36,23,24,13,USER,USER
129,243,DO2d5005-221025-UKfbfa20,UKfbfa20-221025-684c8fd1,모라,웰시 코기,모르겠어요,2.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497731152/17b06ed8.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2497731152/17b06ed8.jpeg,26.3,16.1,21.8,6.9,USER,USER
130,70,DO28d96b-221008-UK521129,UK521129-221008-778edcf8,키키,치와와,모르겠어요,3.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476806508/be37f4cb.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2476806508/be37f4cb.jpeg,36.72,23.79,26.1,15.74,RECOMMEND,RECOMMEND
131,71,DOa612d4-221022-UK54b32e,UK54b32e-221002-0ce5b4b7,양갱,보스턴 테리어,모르겠어요,8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2468511685/a95b7c3b.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2468511685/a95b7c3b.jpeg,50,29,49,20,USER,USER
132,245,DObf6cce-221023-UKfd66a3,UKfd66a3-221023-43bcb808,모카,시바 이누,모르겠어요,8.6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2495971327/7521168f.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2495971327/7521168f.jpeg,47,31,52.5,24,USER,USER
133,73,DOade9aa-221024-UK5566ad,UK5566ad-221024-ee15ec83,곰이,진돗개,모르겠어요,25,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2496052072/c8757007.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2496052072/c8757007.jpeg,65,43.5,57,35,USER,USER
134,77,DOb0378d-221011-UK57da31,UK57da31-221011-859b2968,태양이,믹스 중형견,모르겠어요,12,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2480598931/6c29a583.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2480598931/6c29a583.jpeg,54,38,66,18,USER,USER
135,79,DOc2b3f3-221017-UK58b04f,UK58b04f-221017-76da0ac5,탄,퍼그,모르겠어요,13,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486939117/213dbd61.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2486939117/213dbd61.jpeg,60,37,42,19,USER,USER
136,82,DO234e92-221007-UK5d4e7d,UK5d4e7d-221007-a53bf54a,블랙키,푸들토이,남자,3,00:00.0,,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474840947/47fbe1a0.jpeg,33.67,20.36,29.22,17.04,RECOMMEND,RECOMMEND
137,83,DO03d3e3-221020-UK5d5e21,UK5d5e21-221020-71f45366,우유,재패니즈 스피츠,모르겠어요,7,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2491024047/3ffd55da.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2491024047/3ffd55da.jpeg,43,29,40,20,USER,USER
138,86,DO030749-221025-UK6333d7,UK6333d7-221025-b3c5c90a,몽이,믹스 중형견,모르겠어요,14,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498419477/c182f8f5.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498419477/c182f8f5.jpeg,58,35.5,48,23,USER,USER
139,87,DOb71e0e-221007-UK645c6d,UK645c6d-220922-75d13ed4,러뷰,푸들토이,모르겠어요,3.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439863420/151eeb0c.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2439863420/151eeb0c.jpeg,38,24.6,35,20,USER,USER
140,88,DOaa6542-221010-UK65fc8a,UK65fc8a-221010-387a1b98,망고,푸들토이,모르겠어요,4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2479264835/db4ed35d.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2479264835/db4ed35d.jpeg,38.01,23.68,32.57,18.57,RECOMMEND,RECOMMEND
141,90,DOcdb59d-221017-UK6725f5,UK6725f5-221017-62615962,하이,비숑 프리제,모르겠어요,3.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487931172/2a453f11.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487931172/2a453f11.jpeg,25.3,20,29.5,18,USER,USER
142,91,DO509bd2-221017-UK67d292,UK67d292-221017-effbcea1,탄이,포메라니안,모르겠어요,4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2488098918/6f799481.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2488098918/6f799481.jpeg,41,25,30,17.5,USER,USER
143,92,DO703025-221007-UK6a206d,UK6a206d-221007-9ad7ee4b,후추,푸들토이,모르겠어요,3.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475502823/cf986284.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2475502823/cf986284.jpeg,31,20,38,18,USER,USER
144,94,DO9a0c40-221024-UK6bb755,UK6bb755-221024-3712219e,도꿍,푸들토이,모르겠어요,6,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2496846033/388f8e7b.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2496846033/388f8e7b.jpeg,42,26,37,22,USER,USER
145,96,DO09fd25-221021-UK6e69d2,UK6e69d2-221021-3aabf3b3,정이,믹스 소형견,모르겠어요,8.5,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2493069146/4024f883.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2493069146/4024f883.jpeg,50,28,42,25,USER,USER
146,247,DOeeaf23-221016-US222225,US222225-220812-fec4081c,최미니,포메라니안,모르겠어요,3.26,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/mini0724/f4e2d370.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/mini0724/f4e2d370.jpeg,40,28,25,15,USER,USER
147,99,DOa7404a-221015-UK72db63,UK72db63-221015-d2958695,요미,포메라니안,모르겠어요,1.9,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485384493/654c4a33.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485384493/654c4a33.jpeg,29.84,19.88,23.51,13.14,RECOMMEND,RECOMMEND
148,100,DOd5da6d-221020-UK72db63,UK72db63-221015-d2958695,요미,포메라니안,모르겠어요,1.8,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485384493/a582c46c.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485384493/a582c46c.jpeg,30,19,19,13,USER,USER
149,101,DOb02e56-221010-UK72e917,UK72e917-221010-bd63165e,양갱,믹스 중형견,모르겠어요,10,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478353233/b2f678f2.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2478353233/b2f678f2.jpeg,53.36,33.91,44.42,23.81,RECOMMEND,RECOMMEND
150,102,DOcb7560-221031-UK731967,UK731967-221031-e994ccf8,솜이,믹스견,모르겠어요,10.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2505275474/0729b683.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2505275474/0729b683.jpeg,53.94,33.44,45.18,23.82,RECOMMEND,RECOMMEND
151,103,DO86a6cf-221017-UK73d926,UK73d926-221017-5100c8a1,구름,포메라니안,모르겠어요,3.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487792258/a1ab2d76.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2487792258/a1ab2d76.jpeg,37,30,26,12,USER,USER
152,108,DOc77e07-221014-UK776dfd,UK776dfd-221014-a855713f,밀키,비숑 프리제,모르겠어요,6.3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/5fcfccc4.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2485086021/5fcfccc4.jpeg,42,30,34,19,USER,USER
153,111,DO9fa9ed-221007-UK788e03,UK788e03-221007-47756723,관우,셔틀랜드 쉽독,모르겠어요,14,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474786956/62aa9855.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2474786956/62aa9855.jpeg,71,40,51,30,USER,USER
154,118,DO4c1bc6-221026-UK82df25,UK82df25-221026-d3d1154c,김덕구,골든 리트리버,모르겠어요,39.2,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498889236/48bb80b9.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2498889236/48bb80b9.jpeg,88,51,71,37,USER,USER
155,120,DO392752-221013-UK849684,UK849684-221006-63c28c81,도글이,믹스 소형견,모르겠어요,3,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2368120258/c2e15817.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2368120258/c2e15817.jpeg,12,12,12,12,USER,USER
156,127,DOa3b925-221025-UK863a9e,UK863a9e-220810-a5c8fea7,요미,푸들토이,모르겠어요,3.95,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2383482970/619d9efe.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2383482970/619d9efe.jpeg,38,24,32,18,USER,USER
157,129,DO10ed2f-221024-UK880462,UK880462-221024-586843fe,빵쀼,푸들토이,모르겠어요,5.4,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2496622388/5efa07db.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2496622388/5efa07db.jpeg,40.4,6,40,10.7,USER,USER
158,130,DO5c199a-221018-UK8b1896,UK8b1896-220923-304899cd,타타,푸들 미디엄미니어처,모르겠어요,9.56,00:00.0,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440328251/3ff70852.jpeg,https://doggly-bucket-prod.s3.ap-northeast-2.amazonaws.com/dog/size/2440328251/3ff70852.jpeg,54.1,30.2,34.2,26.5,USER,USER
